,Pk_ID,Match_No,Game,POINT,Shot_no,Played_by,Shot,Placement,SCORE,LUCKY,TIMEOUT,SetWonby,ErrorType,Player_A_Name,Player_B_Name,Date,AttackingNonAttacking,AttackingNonAttacking_New,Combination_field,BinaryofAttackShot,POINT_AttackCombination,AttackedFirst,SERVICE_BY,RECEIVE,WINNER_SHOT_BY,MISSED_SHOT_BY,MissedType,WON_BY,Lost_BY,SCOREA,SCOREB,shots1_3,shots2_4,Last3shots,LastAnd3rdLast,LastAnd3rdLast_Placement,Second_Last_Shot,Last_Shot,Third_Last_Shot,First_Shot,Second_Shot,pointon2ndshot,pointon3rdshot,pointon4thshot,Point2ServiceByName,Point2Shot,Point2placement,Point3RerviceByName,Point3Shot,Point3placement,Serve_Place,Second_Last_placement,Second_Last_Reverse_Placement,WinnerShot,Unconditional,Conditional,WinType,Loston4th_1stshot,Loston4th_2ndshot,Loston4th_3rdshot,Loston4th_4thshot,Errorplacement,PlayerType,PlacementR_L,ErrorPlacementR_L,PlayingStyle,RubberCombination,Opponent,Opponent_Player_Type,Fourth_Last_Second_Last_Placement,Movement,Movement_new,PlayerAType,PlayerBType,Placement_A_B,X,Y,WinnerShotGTL,Gender,World_Rank,Reverse_Placement,Reverse_Row_ID,PLAYERA_ID,PLAYERB_ID,primary_key,ProcessStatus,ProcessMessage,ProcessDatetime,DataSource,ShotCodeIds,DataLock,UploadId,MatchType
0,1,3,1,1,1,Wesley,FH-SBL,EBHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-1,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-SBL,FH-DP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,EFHH,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,EFHHB,0,0,,M,,EFHH,3,SPO_TT_2,SPO_TT_13,44132,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
1,2,3,1,1,1,Wesley,FH-SBL,EBHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-1,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-SBL,FH-DP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,EFHH,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,EFHHB,0,0,,M,,EFHH,3,SPO_TT_2,SPO_TT_13,49276,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
2,3,3,1,1,2,Manush,FH-DP,BHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-1,0,0,,,Y,,,,,,99,99,,,,,,,,,FH-SBL,FH-DP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,FHHA,0,0,FH-DP,M,,FHH,2,SPO_TT_2,SPO_TT_13,49277,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
3,4,3,1,1,3,Wesley,BH-TS,OUT,0-1,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-1,1,1,Wesley,,,,Wesley,OUT,Manush,Wesley,0,1,FH-SBL-BH-TS,,FH-SBL-FH-DP-BH-TS,FH-SBL-BH-TS,,FH-DP,BH-TS,FH-SBL,FH-SBL,FH-DP,0,1,0,,,,Manush,FH-DP,BHH,FH-SBL-EBHH,BHH,FHH,FH-DP,,FH-DP,Conditional,,,,,FHH,Lefty,OUT,FHH,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,OUTB,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49278,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
4,5,3,1,2,1,Wesley,FH-RSBS,FHS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-2,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-RSBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHS,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,BHSB,0,0,,M,,BHS,3,SPO_TT_2,SPO_TT_13,49279,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
5,6,3,1,2,2,Manush,FH-P,EFHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-2,0,0,,,Y,,,,,,99,99,,,,,,,,,FH-RSBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,EBHH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,EBHHA,0,0,FH-P,M,,EBHH,2,SPO_TT_2,SPO_TT_13,49280,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
6,7,3,1,2,3,Wesley,FH-TS,OUT,0-2,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-2,1,1,Wesley,,,,Wesley,OUT,Manush,Wesley,0,1,FH-RSBS-FH-TS,,FH-RSBS-FH-P-FH-TS,FH-RSBS-FH-TS,,FH-P,FH-TS,FH-RSBS,FH-RSBS,FH-P,0,1,0,,,,Manush,FH-P,EFHH,FH-RSBS-FHS,EFHH,EBHH,FH-P,,FH-P,Conditional,,,,,EBHH,Lefty,OUT,EBHH,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,OUTB,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49281,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
7,8,3,1,3,1,Manush,FH-BSS,CS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-3,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-BSS,FH-DP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CS,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,CSA,0,0,FH-BSS,M,,CS,2,SPO_TT_2,SPO_TT_13,49282,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
8,9,3,1,3,2,Wesley,FH-DP,NET,0-3,,,,Unforced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-3,0,0,,,Y,,Wesley,NET,Manush,Wesley,0,1,,,,,,FH-BSS,FH-DP,,FH-BSS,FH-DP,1,0,0,Manush,FH-BSS,CS,,,,,CS,CS,FH-BSS,,FH-BSS,Conditional,,,,,CS,Lefty,NET,CS,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,NETB,0,0,,M,,NET,1,SPO_TT_2,SPO_TT_13,49283,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
9,10,3,1,4,1,Manush,FH-SBL,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-4,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-SBL,FH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,FHLA,0,0,FH-SBL,M,,FHL,2,SPO_TT_2,SPO_TT_13,49284,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
10,11,3,1,4,2,Wesley,FH-TS,NET,0-4,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-4,1,1,Wesley,,Y,,Wesley,NET,Manush,Wesley,0,1,,,,,,FH-SBL,FH-TS,,FH-SBL,FH-TS,1,0,0,Manush,FH-SBL,BHL,,,,,BHL,FHL,FH-SBL,,FH-SBL,Conditional,,,,,FHL,Lefty,NET,FHL,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,NETB,0,0,,M,,NET,1,SPO_TT_2,SPO_TT_13,49285,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
11,12,3,1,5,1,Wesley,FH-SBL,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-5,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-SBL,BH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,FHLB,0,0,,M,,FHL,3,SPO_TT_2,SPO_TT_13,49286,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
12,13,3,1,5,2,Manush,BH-P,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-5,0,0,,,Y,,,,,,99,99,,,,,,,,,FH-SBL,BH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,FHLA,0,0,BH-P,M,,FHL,2,SPO_TT_2,SPO_TT_13,49287,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
13,14,3,1,5,3,Wesley,BH-TS,OUT,0-5,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-5,1,1,Wesley,,,,Wesley,OUT,Manush,Wesley,0,1,FH-SBL-BH-TS,,FH-SBL-BH-P-BH-TS,FH-SBL-BH-TS,,BH-P,BH-TS,FH-SBL,FH-SBL,BH-P,0,1,0,,,,Manush,BH-P,BHL,FH-SBL-BHL,BHL,FHL,BH-P,,BH-P,Conditional,,,,,FHL,Lefty,OUT,FHL,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,OUTB,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49288,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
14,15,3,1,6,1,Wesley,FH-SBS,BHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-6,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-SBS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHH,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,FHHB,0,0,,M,,FHH,3,SPO_TT_2,SPO_TT_13,49289,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
15,16,3,1,6,2,Manush,BN-FP,CL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-6,1,1,,,Y,,,,,,99,99,,,,,,,,,FH-SBS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,CLA,0,0,BN-FP,M,,CL,2,SPO_TT_2,SPO_TT_13,49290,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
16,17,3,1,6,3,Wesley,FH-C,OUT,0-6,,,,Unforced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-6,0,0,Manush,,,,Wesley,OUT,Manush,Wesley,0,1,FH-SBS-FH-C,,FH-SBS-BN-FP-FH-C,FH-SBS-FH-C,,BN-FP,FH-C,FH-SBS,FH-SBS,BN-FP,0,1,0,,,,Manush,BN-FP,CL,FH-SBS-BHH,CL,CL,BN-FP,,BN-FP,Conditional,,,,,CL,Lefty,OUT,CL,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,OUTB,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49291,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
17,18,3,1,7,1,Manush,FH-BSS,CS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-7,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-BSS,FH-DP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CS,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,CSA,0,0,FH-BSS,M,,CS,2,SPO_TT_2,SPO_TT_13,49292,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
18,19,3,1,7,2,Wesley,FH-DP,NET,0-7,,,,Unforced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-7,0,0,,,Y,,Wesley,NET,Manush,Wesley,0,1,,,,,,FH-BSS,FH-DP,,FH-BSS,FH-DP,1,0,0,Manush,FH-BSS,CS,,,,,CS,CS,FH-BSS,,FH-BSS,Conditional,,,,,CS,Lefty,NET,CS,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,NETB,0,0,,M,,NET,1,SPO_TT_2,SPO_TT_13,49293,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
19,20,3,1,8,1,Manush,FH-SSS,CS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-8,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-SSS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CS,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,CSA,0,0,FH-SSS,M,,CS,2,SPO_TT_2,SPO_TT_13,49294,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
20,21,3,1,8,2,Wesley,FH-P,OUT,0-8,,,,Unforced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-8,0,0,,,Y,,Wesley,OUT,Manush,Wesley,0,1,,,,,,FH-SSS,FH-P,,FH-SSS,FH-P,1,0,0,Manush,FH-SSS,CS,,,,,CS,CS,FH-SSS,,FH-SSS,Conditional,,,,,CS,Lefty,OUT,CS,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,OUTB,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49295,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
21,22,3,1,9,1,Wesley,FH-SBS,BHS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-9,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHS,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Diagonal Movement,Lefty,Lefty,FHSB,0,0,,M,,FHS,4,SPO_TT_2,SPO_TT_13,49296,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
22,23,3,1,9,2,Manush,FH-P,CH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-9,0,0,,,Y,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Diagonal Movement,Lefty,Lefty,CHA,0,0,,M,,CH,3,SPO_TT_2,SPO_TT_13,49297,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
23,24,3,1,9,3,Wesley,FH-TS,FHH,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-9,1,1,,,,,,,,,99,99,FH-SBS-FH-TS,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHH,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Diagonal Movement,Lefty,Lefty,BHHB,0,0,FH-TS,M,,BHH,2,SPO_TT_2,SPO_TT_13,49298,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
24,25,3,1,9,4,Manush,FH-CTS,MISSED,1-8,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-9,1,0,Wesley,,,,Manush,MISSED,Wesley,Manush,1,0,,FH-P-FH-CTS,FH-P-FH-TS-FH-CTS,FH-P-FH-CTS,BHS-FHH,FH-TS,FH-CTS,FH-P,FH-SBS,FH-P,0,0,1,,,,,,,,FHH,BHH,FH-TS,,FH-TS,Conditional,FH-SBS,FH-P,FH-TS,FH-CTS,BHH,Lefty,MISSED,BHH,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,BHS-FHH,Diagonal Movement,Diagonal Movement,Lefty,Lefty,MISSEDA,0,0,,M,,MISSED,1,SPO_TT_2,SPO_TT_13,49299,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
25,26,3,1,10,1,Wesley,FH-SBL,BHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-10,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-SBL,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHH,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Diagonal Movement,Lefty,Lefty,FHHB,0,0,,M,,FHH,4,SPO_TT_2,SPO_TT_13,49300,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
26,27,3,1,10,2,Manush,FH-P,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-10,0,0,,,Y,,,,,,99,99,,,,,,,,,FH-SBL,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Diagonal Movement,Lefty,Lefty,FHLA,0,0,,M,,FHL,3,SPO_TT_2,SPO_TT_13,49301,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
27,28,3,1,10,3,Wesley,BH-TS,FHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-10,1,1,,,,,,,,,99,99,FH-SBL-BH-TS,,,,,,,,FH-SBL,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Diagonal Movement,Lefty,Lefty,BHLB,0,0,BH-TS,M,,BHL,2,SPO_TT_2,SPO_TT_13,49302,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
28,29,3,1,10,4,Manush,NR,MISSWR,2-8,,,,Forced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-10,0,0,Wesley,,,Wesley,Manush,MISSWR,Wesley,Manush,1,0,,FH-P-NR,FH-P-BH-TS-NR,FH-P-NR,BHH-FHL,BH-TS,NR,FH-P,FH-SBL,FH-P,0,0,1,,,,,,,,FHL,BHL,BH-TS,BH-TS,,Unconditional,FH-SBL,FH-P,BH-TS,NR,BHL,Lefty,MISSWR,BHL,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,BHH-FHL,Diagonal Movement,Diagonal Movement,Lefty,Lefty,MISSWRA,0,0,,M,,MISSWR,1,SPO_TT_2,SPO_TT_13,49303,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
29,30,3,1,11,1,Manush,FH-NSS,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-11,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-NSS,FH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,FHLA,0,0,FH-NSS,M,,FHL,2,SPO_TT_2,SPO_TT_13,49304,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
30,31,3,1,11,2,Wesley,FH-TS,MISSED,2-9,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-11,1,1,Wesley,,Y,,Wesley,MISSED,Manush,Wesley,0,1,,,,,,FH-NSS,FH-TS,,FH-NSS,FH-TS,1,0,0,Manush,FH-NSS,BHL,,,,,BHL,FHL,FH-NSS,,FH-NSS,Conditional,,,,,FHL,Lefty,MISSED,FHL,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,MISSEDB,0,0,,M,,MISSED,1,SPO_TT_2,SPO_TT_13,49305,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
31,32,3,1,12,1,Manush,FH-BSS,CH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-12,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-BSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Others,Lefty,Lefty,CHA,0,0,,M,,CH,9,SPO_TT_2,SPO_TT_13,49306,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
32,33,3,1,12,2,Wesley,BN-FP,CL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-12,1,1,,,Y,,,,,,99,99,,,,,,,,,FH-BSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Others,Lefty,Lefty,CLB,0,0,,M,,CL,8,SPO_TT_2,SPO_TT_13,49307,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
33,34,3,1,12,3,Manush,FH-LB,CL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-12,0,0,,,,,,,,,99,99,FH-BSS-FH-LB,,,,,,,,FH-BSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Others,Lefty,Lefty,CLA,0,0,,M,,CL,7,SPO_TT_2,SPO_TT_13,49308,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
34,35,3,1,12,4,Wesley,FH-TS,CL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-12,1,0,,,,,,,,,99,99,,BN-FP-FH-TS,,,,,,,FH-BSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Others,Lefty,Lefty,CLB,0,0,,M,,CL,6,SPO_TT_2,SPO_TT_13,49309,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
35,36,3,1,12,5,Manush,FH-LB,BHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-12,0,0,,,,,,,,,99,99,,,,,,,,,FH-BSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Others,Lefty,Lefty,FHHA,0,0,,M,,FHH,5,SPO_TT_2,SPO_TT_13,49310,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
36,37,3,1,12,6,Wesley,BH-R,BHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-12,1,0,,,,,,,,,99,99,,,,,,,,,FH-BSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Others,Lefty,Lefty,FHLB,0,0,,M,,FHL,4,SPO_TT_2,SPO_TT_13,49311,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
37,38,3,1,12,7,Manush,BH-LB,EBHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-12,0,0,,,,,,,,,99,99,,,,,,,,,FH-BSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,EFHH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Others,Lefty,Lefty,EFHHA,0,0,,M,,EFHH,3,SPO_TT_2,SPO_TT_13,49312,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
38,39,3,1,12,8,Wesley,FH-TS,EBHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-12,1,0,,,,,,,,,99,99,,,,,,,,,FH-BSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,EFHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Others,Lefty,Lefty,EFHLB,0,0,FH-TS,M,,EFHL,2,SPO_TT_2,SPO_TT_13,49313,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
39,40,3,1,12,9,Manush,BH-TS,MISSED,3-9,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-12,1,0,Wesley,,,,Manush,MISSED,Wesley,Manush,1,0,,,BH-LB-FH-TS-BH-TS,BH-LB-BH-TS,BHL-EBHL,FH-TS,BH-TS,BH-LB,FH-BSS,BN-FP,0,0,0,,,,,,,,EBHL,EFHL,FH-TS,,FH-TS,Conditional,,,,,EFHL,Lefty,MISSED,EFHL,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,BHL-EBHL,Others,Others,Lefty,Lefty,MISSEDA,0,0,,M,,MISSED,1,SPO_TT_2,SPO_TT_13,49314,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
40,41,3,1,13,1,Wesley,FH-TMH,CL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-13,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-TMH,BH-C,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,CLB,0,0,,M,,CL,4,SPO_TT_2,SPO_TT_13,49315,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
41,42,3,1,13,2,Manush,BH-C,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-13,0,0,,,Y,,,,,,99,99,,,,,,,,,FH-TMH,BH-C,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,FHLA,0,0,,M,,FHL,3,SPO_TT_2,SPO_TT_13,49316,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
42,43,3,1,13,3,Wesley,BH-TS,BHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-1-13,1,1,,,,,,,,,99,99,FH-TMH-BH-TS,,,,,,,,FH-TMH,BH-C,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,FHLB,0,0,BH-TS,M,,FHL,2,SPO_TT_2,SPO_TT_13,49317,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
43,44,3,1,13,4,Manush,BH-BK,NET,4-9,,,,Unforced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-1-13,0,0,Wesley,,,,Manush,NET,Wesley,Manush,1,0,,BH-C-BH-BK,BH-C-BH-TS-BH-BK,BH-C-BH-BK,CL-BHL,BH-TS,BH-BK,BH-C,FH-TMH,BH-C,0,0,1,,,,,,,,BHL,FHL,BH-TS,,BH-TS,Conditional,FH-TMH,BH-C,BH-TS,BH-BK,FHL,Lefty,NET,FHL,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,CL-BHL,Lateral Movement,Lateral Movement,Lefty,Lefty,NETA,0,0,,M,,NET,1,SPO_TT_2,SPO_TT_13,49318,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
44,45,3,1,14,1,Wesley,FH-TMH,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-1-14,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-TMH,BH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,FHLB,0,0,,M,,FHL,4,SPO_TT_2,SPO_TT_13,49319,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
